Country_code,continent,sub_region,Year,Unit_Code,Value,Price_FOB_per_Barrel,Avg_Value_region,Avg_Value_continent,Qty_barrel_salary,Qty_barrel_per_avg_region,Qty_barrel_per_continent
IRL,Europe,Northern Europe,2014,USD,18264.51,98.97,11876.16,13560.53,184.55,120,137.02
ISR,Asia,Western Asia,2014,USD,12576.52,98.97,11404.64,12822.88,127.07,115.23,129.56
JPN,Asia,Eastern Asia,2014,USD,14363.18,98.97,14241.11,12822.88,145.13,143.89,129.56
KOR,Asia,Eastern Asia,2014,USD,14119.04,98.97,14241.11,12822.88,142.66,143.89,129.56
LTU,Europe,Northern Europe,2014,USD,7655.9,98.97,11876.16,13560.53,77.36,120,137.02
LUX,Europe,Western Europe,2014,USD,24710.59,98.97,23572.1,13560.53,249.68,238.17,137.02
LVA,Europe,Northern Europe,2014,USD,7475.79,98.97,11876.16,13560.53,75.54,120,137.02
MEX,Americas,Central America,2014,USD,1935.77,98.97,5496.17,9176.66,19.56,55.53,92.72
NLD,Europe,Western Europe,2014,USD,24495.07,98.97,23572.1,13560.53,247.5,238.17,137.02
NZL,Oceania,Australia and New Zealand,2014,USD,19731.79,98.97,21209.01,21209.01,199.37,214.3,214.3
POL,Europe,Eastern Europe,2014,USD,11290.27,98.97,7576.29,13560.53,114.08,76.55,137.02
PRT,Europe,Southern Europe,2014,USD,10821.86,98.97,13134.74,13560.53,109.34,132.71,137.02
RUS,Europe,Eastern Europe,2014,USD,3455.81,98.97,7576.29,13560.53,34.92,76.55,137.02
SVK,Europe,Eastern Europe,2014,USD,7039.34,98.97,7576.29,13560.53,71.13,76.55,137.02
SVN,Europe,Southern Europe,2014,USD,15560.55,98.97,13134.74,13560.53,157.22,132.71,137.02
TUR,Asia,Western Asia,2014,USD,10232.76,98.97,11404.64,12822.88,103.39,115.23,129.56
USA,Americas,Northern America,2014,USD,16486.16,98.97,17307.82,9176.66,166.58,174.88,92.72
AUS,Oceania,Australia and New Zealand,2015,USD,22962.95,52.32,21666.79,21666.79,438.89,414.12,414.12
BEL,Europe,Western Europe,2015,USD,23200.09,52.32,23470.38,14352.48,443.43,448.59,274.32
BRA,Americas,South America,2015,USD,4825.55,52.32,6256.04,9316.72,92.23,119.57,178.07
CAN,Americas,Northern America,2015,USD,18410.41,52.32,17438.52,9316.72,351.88,333.31,178.07
CHL,Americas,South America,2015,USD,6650.9,52.32,6256.04,9316.72,127.12,119.57,178.07
COL,Americas,South America,2015,USD,7291.68,52.32,6256.04,9316.72,139.37,119.57,178.07
CRI,Americas,Central America,2015,USD,9596.76,52.32,5785.93,9316.72,183.42,110.59,178.07
CZE,Europe,Eastern Europe,2015,USD,8421.46,52.32,7940.87,14352.48,160.96,151.78,274.32
DEU,Europe,Western Europe,2015,USD,23070.98,52.32,23470.38,14352.48,440.96,448.59,274.32
ESP,Europe,Southern Europe,2015,USD,13474.82,52.32,13353.84,14352.48,257.55,255.23,274.32
EST,Europe,Northern Europe,2015,USD,8339.63,52.32,12445.11,14352.48,159.4,237.87,274.32
FRA,Europe,Western Europe,2015,USD,21926.84,52.32,23470.38,14352.48,419.09,448.59,274.32
GBR,Europe,Northern Europe,2015,USD,18912.3,52.32,12445.11,14352.48,361.47,237.87,274.32
GRC,Europe,Southern Europe,2015,USD,13043.81,52.32,13353.84,14352.48,249.31,255.23,274.32
HUN,Europe,Eastern Europe,2015,USD,8582.44,52.32,7940.87,14352.48,164.04,151.78,274.32
IRL,Europe,Northern Europe,2015,USD,18317.61,52.32,12445.11,14352.48,350.11,237.87,274.32
ISR,Asia,Western Asia,2015,USD,13429.47,52.32,12048.47,13417.16,256.68,230.28,256.44
JPN,Asia,Eastern Asia,2015,USD,14556,52.32,14785.85,13417.16,278.21,282.6,256.44
KOR,Asia,Eastern Asia,2015,USD,15015.7,52.32,14785.85,13417.16,287,282.6,256.44
LTU,Europe,Northern Europe,2015,USD,8260.39,52.32,12445.11,14352.48,157.88,237.87,274.32
LUX,Europe,Western Europe,2015,USD,24618.54,52.32,23470.38,14352.48,470.54,448.59,274.32
LVA,Europe,Northern Europe,2015,USD,8395.63,52.32,12445.11,14352.48,160.47,237.87,274.32
MEX,Americas,Central America,2015,USD,1975.09,52.32,5785.93,9316.72,37.75,110.59,178.07
NLD,Europe,Western Europe,2015,USD,24535.47,52.32,23470.38,14352.48,468.95,448.59,274.32
NZL,Oceania,Australia and New Zealand,2015,USD,20370.63,52.32,21666.79,21666.79,389.35,414.12,414.12
POL,Europe,Eastern Europe,2015,USD,11864.41,52.32,7940.87,14352.48,226.77,151.78,274.32
PRT,Europe,Southern Europe,2015,USD,11213.54,52.32,13353.84,14352.48,214.33,255.23,274.32
RUS,Europe,Eastern Europe,2015,USD,3211.97,52.32,7940.87,14352.48,61.39,151.78,274.32
SVK,Europe,Eastern Europe,2015,USD,7624.08,52.32,7940.87,14352.48,145.72,151.78,274.32
SVN,Europe,Southern Europe,2015,USD,15683.17,52.32,13353.84,14352.48,299.75,255.23,274.32
TUR,Asia,Western Asia,2015,USD,10667.46,52.32,12048.47,13417.16,203.89,230.28,256.44
USA,Americas,Northern America,2015,USD,16466.63,52.32,17438.52,9316.72,314.73,333.31,178.07
AUS,Oceania,Australia and New Zealand,2016,USD,23229.11,43.64,22080.46,22080.46,532.29,505.97,505.97
BEL,Europe,Western Europe,2016,USD,22979.09,43.64,23487.89,14783.67,526.56,538.22,338.76
BRA,Americas,South America,2016,USD,4955.84,43.64,6409.75,9442.09,113.56,146.88,216.36
CAN,Americas,Northern America,2016,USD,18694.93,43.64,17478.21,9442.09,428.39,400.51,216.36
CHL,Americas,South America,2016,USD,7016.61,43.64,6409.75,9442.09,160.78,146.88,216.36
COL,Americas,South America,2016,USD,7256.79,43.64,6409.75,9442.09,166.29,146.88,216.36
CRI,Americas,Central America,2016,USD,9867.71,43.64,5954.49,9442.09,226.12,136.45,216.36
CZE,Europe,Eastern Europe,2016,USD,9000.7,43.64,8390.75,14783.67,206.25,192.27,338.76
DEU,Europe,Western Europe,2016,USD,22958.08,43.64,23487.89,14783.67,526.08,538.22,338.76
ESP,Europe,Southern Europe,2016,USD,13637.08,43.64,13544.69,14783.67,312.49,310.37,338.76
EST,Europe,Northern Europe,2016,USD,9181.33,43.64,13463.54,14783.67,210.39,308.51,338.76
FRA,Europe,Western Europe,2016,USD,22023.37,43.64,23487.89,14783.67,504.66,538.22,338.76
GBR,Europe,Northern Europe,2016,USD,20583.27,43.64,13463.54,14783.67,471.66,308.51,338.76
GRC,Europe,Southern Europe,2016,USD,13152.4,43.64,13544.69,14783.67,301.38,310.37,338.76
HUN,Europe,Eastern Europe,2016,USD,9037.19,43.64,8390.75,14783.67,207.09,192.27,338.76
IRL,Europe,Northern Europe,2016,USD,19374.82,43.64,13463.54,14783.67,443.97,308.51,338.76
ISR,Asia,Western Asia,2016,USD,14021.14,43.64,13597.17,14551.57,321.29,311.58,333.45
JPN,Asia,Eastern Asia,2016,USD,14941.47,43.64,15505.98,14551.57,342.38,355.32,333.45
KOR,Asia,Eastern Asia,2016,USD,16070.49,43.64,15505.98,14551.57,368.25,355.32,333.45
LTU,Europe,Northern Europe,2016,USD,9561.56,43.64,13463.54,14783.67,219.1,308.51,338.76
LUX,Europe,Western Europe,2016,USD,24547.15,43.64,23487.89,14783.67,562.49,538.22,338.76
LVA,Europe,Northern Europe,2016,USD,8616.73,43.64,13463.54,14783.67,197.45,308.51,338.76
MEX,Americas,Central America,2016,USD,2041.27,43.64,5954.49,9442.09,46.78,136.45,216.36
NLD,Europe,Western Europe,2016,USD,24931.75,43.64,23487.89,14783.67,571.3,538.22,338.76
NZL,Oceania,Australia and New Zealand,2016,USD,20931.8,43.64,22080.46,22080.46,479.65,505.97,505.97
POL,Europe,Eastern Europe,2016,USD,12626.31,43.64,8390.75,14783.67,289.33,192.27,338.76
PRT,Europe,Southern Europe,2016,USD,11697.48,43.64,13544.69,14783.67,268.04,310.37,338.76
RUS,Europe,Eastern Europe,2016,USD,3121.4,43.64,8390.75,14783.67,71.53,192.27,338.76
SVK,Europe,Eastern Europe,2016,USD,8168.14,43.64,8390.75,14783.67,187.17,192.27,338.76
SVN,Europe,Southern Europe,2016,USD,15691.8,43.64,13544.69,14783.67,359.57,310.37,338.76
TUR,Asia,Western Asia,2016,USD,13173.19,43.64,13597.17,14551.57,301.86,311.58,333.45
USA,Americas,Northern America,2016,USD,16261.48,43.64,17478.21,9442.09,372.63,400.51,216.36
AUS,Oceania,Australia and New Zealand,2017,USD,23436.3,54.13,22333.56,22333.56,432.96,412.59,412.59
BEL,Europe,Western Europe,2017,USD,22951.45,54.13,23743.8,15148.66,424.01,438.64,279.86
BRA,Americas,South America,2017,USD,5101.04,54.13,6590.04,9504.54,94.24,121.74,175.59
CAN,Americas,Northern America,2017,USD,19020.03,54.13,17471.17,9504.54,351.38,322.76,175.59
CHL,Americas,South America,2017,USD,7225.29,54.13,6590.04,9504.54,133.48,121.74,175.59
COL,Americas,South America,2017,USD,7443.79,54.13,6590.04,9504.54,137.52,121.74,175.59
CRI,Americas,Central America,2017,USD,9709.84,54.13,5909.65,9504.54,179.38,109.18,175.59
CZE,Europe,Eastern Europe,2017,USD,9761.57,54.13,9132.02,15148.66,180.34,168.71,279.86
DEU,Europe,Western Europe,2017,USD,23653.28,54.13,23743.8,15148.66,436.97,438.64,279.86
ESP,Europe,Southern Europe,2017,USD,14449.85,54.13,13833.24,15148.66,266.95,255.56,279.86
EST,Europe,Northern Europe,2017,USD,9703.8,54.13,13622.51,15148.66,179.27,251.66,279.86
FRA,Europe,Western Europe,2017,USD,22001.23,54.13,23743.8,15148.66,406.45,438.64,279.86
GBR,Europe,Northern Europe,2017,USD,20693.78,54.13,13622.51,15148.66,382.3,251.66,279.86
GRC,Europe,Southern Europe,2017,USD,13006.56,54.13,13833.24,15148.66,240.28,255.56,279.86
HUN,Europe,Eastern Europe,2017,USD,10154.32,54.13,9132.02,15148.66,187.59,168.71,279.86
IRL,Europe,Northern Europe,2017,USD,19520.1,54.13,13622.51,15148.66,360.62,251.66,279.86
ISR,Asia,Western Asia,2017,USD,14761.87,54.13,13776.66,14949.81,272.71,254.51,276.18
JPN,Asia,Eastern Asia,2017,USD,15331.68,54.13,16122.96,14949.81,283.24,297.86,276.18
KOR,Asia,Eastern Asia,2017,USD,16914.24,54.13,16122.96,14949.81,312.47,297.86,276.18
LTU,Europe,Northern Europe,2017,USD,9597.21,54.13,13622.51,15148.66,177.3,251.66,279.86
LUX,Europe,Western Europe,2017,USD,25078.53,54.13,23743.8,15148.66,463.3,438.64,279.86
LVA,Europe,Northern Europe,2017,USD,8597.67,54.13,13622.51,15148.66,158.83,251.66,279.86
MEX,Americas,Central America,2017,USD,2109.46,54.13,5909.65,9504.54,38.97,109.18,175.59
NLD,Europe,Western Europe,2017,USD,25034.51,54.13,23743.8,15148.66,462.49,438.64,279.86
NZL,Oceania,Australia and New Zealand,2017,USD,21230.82,54.13,22333.56,22333.56,392.22,412.59,412.59
POL,Europe,Eastern Europe,2017,USD,13372.46,54.13,9132.02,15148.66,247.04,168.71,279.86
PRT,Europe,Southern Europe,2017,USD,12127.42,54.13,13833.24,15148.66,224.04,255.56,279.86
RUS,Europe,Eastern Europe,2017,USD,3712.19,54.13,9132.02,15148.66,68.58,168.71,279.86
SVK,Europe,Eastern Europe,2017,USD,8659.58,54.13,9132.02,15148.66,159.98,168.71,279.86
SVN,Europe,Southern Europe,2017,USD,15749.12,54.13,13833.24,15148.66,290.95,255.56,279.86
TUR,Asia,Western Asia,2017,USD,12791.45,54.13,13776.66,14949.81,236.31,254.51,276.18
USA,Americas,Northern America,2017,USD,15922.31,54.13,17471.17,9504.54,294.15,322.76,175.59
AUS,Oceania,Australia and New Zealand,2018,USD,23778.64,71.34,22713.88,22713.88,333.31,318.39,318.39
BEL,Europe,Western Europe,2018,USD,22712.52,71.34,23567.97,15479.28,318.37,330.36,216.98
BRA,Americas,South America,2018,USD,5009.98,71.34,6680.84,9793.41,70.23,93.65,137.28
CAN,Americas,Northern America,2018,USD,21019.05,71.34,18280.86,9793.41,294.63,256.25,137.28
CHL,Americas,South America,2018,USD,7396.97,71.34,6680.84,9793.41,103.69,93.65,137.28
COL,Americas,South America,2018,USD,7635.56,71.34,6680.84,9793.41,107.03,93.65,137.28
CRI,Americas,Central America,2018,USD,9729.68,71.34,5974.83,9793.41,136.38,83.75,137.28
CZE,Europe,Eastern Europe,2018,USD,10598.65,71.34,9877.27,15479.28,148.57,138.45,216.98
DEU,Europe,Western Europe,2018,USD,23250.54,71.34,23567.97,15479.28,325.91,330.36,216.98
ESP,Europe,Southern Europe,2018,USD,14778.09,71.34,14103.83,15479.28,207.15,197.7,216.98
EST,Europe,Northern Europe,2018,USD,9980.24,71.34,14092.97,15479.28,139.9,197.55,216.98
FRA,Europe,Western Europe,2018,USD,21867.01,71.34,23567.97,15479.28,306.52,330.36,216.98
GBR,Europe,Northern Europe,2018,USD,21103.97,71.34,14092.97,15479.28,295.82,197.55,216.98
GRC,Europe,Southern Europe,2018,USD,12925.7,71.34,14103.83,15479.28,181.18,197.7,216.98
HUN,Europe,Eastern Europe,2018,USD,10673.43,71.34,9877.27,15479.28,149.61,138.45,216.98
IRL,Europe,Northern Europe,2018,USD,20055.24,71.34,14092.97,15479.28,281.12,197.55,216.98
ISR,Asia,Western Asia,2018,USD,15520.73,71.34,14037.6,15779.51,217.56,196.77,221.19
JPN,Asia,Eastern Asia,2018,USD,15643.79,71.34,17521.42,15779.51,219.28,245.6,221.19
KOR,Asia,Eastern Asia,2018,USD,19399.04,71.34,17521.42,15779.51,271.92,245.6,221.19
LTU,Europe,Northern Europe,2018,USD,9836.93,71.34,14092.97,15479.28,137.89,197.55,216.98
LUX,Europe,Western Europe,2018,USD,24958.28,71.34,23567.97,15479.28,349.85,330.36,216.98
LVA,Europe,Northern Europe,2018,USD,9488.46,71.34,14092.97,15479.28,133,197.55,216.98
MEX,Americas,Central America,2018,USD,2219.97,71.34,5974.83,9793.41,31.12,83.75,137.28
NLD,Europe,Western Europe,2018,USD,25051.48,71.34,23567.97,15479.28,351.16,330.36,216.98
NZL,Oceania,Australia and New Zealand,2018,USD,21649.11,71.34,22713.88,22713.88,303.46,318.39,318.39
POL,Europe,Eastern Europe,2018,USD,13791.06,71.34,9877.27,15479.28,193.31,138.45,216.98
PRT,Europe,Southern Europe,2018,USD,12504.06,71.34,14103.83,15479.28,175.27,197.7,216.98
RUS,Europe,Eastern Europe,2018,USD,5002.13,71.34,9877.27,15479.28,70.12,138.45,216.98
SVK,Europe,Eastern Europe,2018,USD,9321.06,71.34,9877.27,15479.28,130.66,138.45,216.98
SVN,Europe,Southern Europe,2018,USD,16207.48,71.34,14103.83,15479.28,227.19,197.7,216.98
TUR,Asia,Western Asia,2018,USD,12554.47,71.34,14037.6,15779.51,175.98,196.77,221.19
USA,Americas,Northern America,2018,USD,15542.67,71.34,18280.86,9793.41,217.87,256.25,137.28
AUS,Oceania,Australia and New Zealand,2019,USD,24161.03,64.3,23283.66,23283.66,375.75,362.11,362.11
BEL,Europe,Western Europe,2019,USD,22838.17,64.3,23790.61,16206.25,355.18,369.99,252.04
BRA,Americas,South America,2019,USD,5052.44,64.3,6856.05,9925.74,78.58,106.63,154.37
CAN,Americas,Northern America,2019,USD,21371.26,64.3,18318.64,9925.74,332.37,284.89,154.37
CHL,Americas,South America,2019,USD,7697.64,64.3,6856.05,9925.74,119.71,106.63,154.37
COL,Americas,South America,2019,USD,7818.07,64.3,6856.05,9925.74,121.59,106.63,154.37
CRI,Americas,Central America,2019,USD,9785.14,64.3,6137.38,9925.74,152.18,95.45,154.37
CZE,Europe,Eastern Europe,2019,USD,11403.27,64.3,10387.58,16206.25,177.34,161.55,252.04
DEU,Europe,Western Europe,2019,USD,23756.23,64.3,23790.61,16206.25,369.46,369.99,252.04
ESP,Europe,Southern Europe,2019,USD,17947.94,64.3,15449.64,16206.25,279.13,240.27,252.04
EST,Europe,Northern Europe,2019,USD,10538.67,64.3,15045.85,16206.25,163.9,233.99,252.04
FRA,Europe,Western Europe,2019,USD,21955.68,64.3,23790.61,16206.25,341.46,369.99,252.04
GBR,Europe,Northern Europe,2019,USD,21735.41,64.3,15045.85,16206.25,338.03,233.99,252.04
GRC,Europe,Southern Europe,2019,USD,14182.01,64.3,15449.64,16206.25,220.56,240.27,252.04
HUN,Europe,Eastern Europe,2019,USD,11151.89,64.3,10387.58,16206.25,173.44,161.55,252.04
IRL,Europe,Northern Europe,2019,USD,20388.79,64.3,15045.85,16206.25,317.09,233.99,252.04
ISR,Asia,Western Asia,2019,USD,15390.81,64.3,14565.82,16652.56,239.36,226.53,258.98
JPN,Asia,Eastern Asia,2019,USD,16049.13,64.3,18739.31,16652.56,249.6,291.44,258.98
KOR,Asia,Eastern Asia,2019,USD,21429.49,64.3,18739.31,16652.56,333.27,291.44,258.98
LTU,Europe,Northern Europe,2019,USD,13337.38,64.3,15045.85,16206.25,207.42,233.99,252.04
LUX,Europe,Western Europe,2019,USD,25385.17,64.3,23790.61,16206.25,394.79,369.99,252.04
LVA,Europe,Northern Europe,2019,USD,9228.99,64.3,15045.85,16206.25,143.53,233.99,252.04
MEX,Americas,Central America,2019,USD,2489.61,64.3,6137.38,9925.74,38.72,95.45,154.37
NLD,Europe,Western Europe,2019,USD,25017.78,64.3,23790.61,16206.25,389.08,369.99,252.04
NZL,Oceania,Australia and New Zealand,2019,USD,22406.28,64.3,23283.66,23283.66,348.46,362.11,362.11
POL,Europe,Eastern Europe,2019,USD,14454.17,64.3,10387.58,16206.25,224.79,161.55,252.04
PRT,Europe,Southern Europe,2019,USD,12891.58,64.3,15449.64,16206.25,200.49,240.27,252.04
RUS,Europe,Eastern Europe,2019,USD,5092.85,64.3,10387.58,16206.25,79.2,161.55,252.04
SVK,Europe,Eastern Europe,2019,USD,9835.74,64.3,10387.58,16206.25,152.97,161.55,252.04
SVN,Europe,Southern Europe,2019,USD,16777.01,64.3,15449.64,16206.25,260.92,240.27,252.04
TUR,Asia,Western Asia,2019,USD,13740.82,64.3,14565.82,16652.56,213.7,226.53,258.98
USA,Americas,Northern America,2019,USD,15266.02,64.3,18318.64,9925.74,237.42,284.89,154.37
AUS,Oceania,Australia and New Zealand,2020,USD,24526.15,41.96,24296.32,24296.32,584.51,579.04,579.04
BEL,Europe,Western Europe,2020,USD,22897.17,41.96,23905.15,16801.83,545.69,569.71,400.42
BRA,Americas,South America,2020,USD,5125.75,41.96,7046.45,10118.44,122.16,167.93,241.14
CAN,Americas,Northern America,2020,USD,21760.75,41.96,18420.38,10118.44,518.61,439,241.14
CHL,Americas,South America,2020,USD,7930.51,41.96,7046.45,10118.44,189,167.93,241.14
COL,Americas,South America,2020,USD,8083.08,41.96,7046.45,10118.44,192.64,167.93,241.14
CRI,Americas,Central America,2020,USD,9959.91,41.96,6424.49,10118.44,237.37,153.11,241.14
CZE,Europe,Eastern Europe,2020,USD,11954.5,41.96,11166.72,16801.83,284.9,266.13,400.42
DEU,Europe,Western Europe,2020,USD,23379.06,41.96,23905.15,16801.83,557.17,569.71,400.42
ESP,Europe,Southern Europe,2020,USD,19006.38,41.96,16234.8,16801.83,452.96,386.91,400.42
EST,Europe,Northern Europe,2020,USD,11448.26,41.96,15787.25,16801.83,272.84,376.25,400.42
FRA,Europe,Western Europe,2020,USD,22112.99,41.96,23905.15,16801.83,527,569.71,400.42
GBR,Europe,Northern Europe,2020,USD,22781.65,41.96,15787.25,16801.83,542.94,376.25,400.42
GRC,Europe,Southern Europe,2020,USD,14479.89,41.96,16234.8,16801.83,345.09,386.91,400.42
HUN,Europe,Eastern Europe,2020,USD,11662.07,41.96,11166.72,16801.83,277.93,266.13,400.42
IRL,Europe,Northern Europe,2020,USD,21083.47,41.96,15787.25,16801.83,502.47,376.25,400.42
ISR,Asia,Western Asia,2020,USD,15481.91,41.96,14779.88,16977.4,368.97,352.24,404.61
JPN,Asia,Eastern Asia,2020,USD,16422.23,41.96,19174.93,16977.4,391.38,456.98,404.61
KOR,Asia,Eastern Asia,2020,USD,21927.62,41.96,19174.93,16977.4,522.58,456.98,404.61
LTU,Europe,Northern Europe,2020,USD,14414.05,41.96,15787.25,16801.83,343.52,376.25,400.42
LUX,Europe,Western Europe,2020,USD,25808.14,41.96,23905.15,16801.83,615.07,569.71,400.42
LVA,Europe,Northern Europe,2020,USD,9208.82,41.96,15787.25,16801.83,219.47,376.25,400.42
MEX,Americas,Central America,2020,USD,2889.06,41.96,6424.49,10118.44,68.85,153.11,241.14
NLD,Europe,Western Europe,2020,USD,25328.38,41.96,23905.15,16801.83,603.63,569.71,400.42
NZL,Oceania,Australia and New Zealand,2020,USD,24066.48,41.96,24296.32,24296.32,573.56,579.04,579.04
POL,Europe,Eastern Europe,2020,USD,16157.38,41.96,11166.72,16801.83,385.07,266.13,400.42
PRT,Europe,Southern Europe,2020,USD,13645.28,41.96,16234.8,16801.83,325.2,386.91,400.42
RUS,Europe,Eastern Europe,2020,USD,5297.47,41.96,11166.72,16801.83,126.25,266.13,400.42
SVK,Europe,Eastern Europe,2020,USD,10762.18,41.96,11166.72,16801.83,256.49,266.13,400.42
SVN,Europe,Southern Europe,2020,USD,17807.63,41.96,16234.8,16801.83,424.4,386.91,400.42
TUR,Asia,Western Asia,2020,USD,14077.84,41.96,14779.88,16977.4,335.51,352.24,404.61
USA,Americas,Northern America,2020,USD,15080,41.96,18420.38,10118.44,359.39,439,241.14
